time,frame_type,path_id,frame_size,ack_delay,acked_ranges,largest_acked,destination_connection_id,mp_ack_ranges,relative_time,time_bucket
16242.664,mp_ack,0,16,0.016,1,0,,0.0,16.2347886786,14
16268.215,mp_ack,0,16,0.019,1,0,,0.0,16.260339678599998,14
16287.531,mp_ack,0,16,0.014,1,0,,0.0,16.2796556786,14
16308.357,mp_ack,0,16,0.02,1,0,,0.0,16.3004816786,14
16333.492,mp_ack,0,16,0.015,1,0,,0.0,16.3256166786,14
16353.6875,mp_ack,0,16,0.021,1,0,,0.0,16.3458121786,14
16379.032,mp_ack,0,16,0.023,1,0,,0.0,16.3711566786,14
16401.666,mp_ack,0,16,0.017,1,0,,0.0,16.393790678600002,14
16424.25,mp_ack,0,16,0.026,1,0,,0.0,16.4163746786,14
16444.676,mp_ack,0,16,0.027,1,0,,0.0,16.4368006786,14
16467.799,mp_ack,0,16,0.026,1,0,,0.0,16.4599236786,15
16487.578,mp_ack,0,16,0.018,1,0,,0.0,16.479702678600002,15
16518.094,mp_ack,0,16,0.014,1,0,,0.0,16.5102186786,15
16539.295,mp_ack,0,16,0.015,1,0,,0.0,16.5314196786,15
16562.066,mp_ack,0,16,0.034,1,0,,0.0,16.5541906786,15
16585.521,mp_ack,0,16,0.017,1,0,,0.0,16.577645678600003,15
16610.15,mp_ack,0,16,0.017,1,0,,0.0,16.602274678600004,15
16633.256,mp_ack,0,16,0.016,1,0,,0.0,16.625380678600003,15
16653.982,mp_ack,0,16,0.031,1,0,,0.0,16.646106678600002,15
16678.678,mp_ack,0,16,0.026,1,0,,0.0,16.6708026786,15
16702.943,mp_ack,0,16,0.024,1,0,,0.0,16.6950676786,15
16726.11,mp_ack,0,16,0.019,1,0,,0.0,16.718234678600002,15
16750.506,mp_ack,0,16,0.015,1,0,,0.0,16.7426306786,15
16772.502,mp_ack,0,16,0.025,1,0,,0.0,16.764626678600003,15
16793.535,mp_ack,0,16,0.014,1,0,,0.0,16.785659678600002,15
16816.607,mp_ack,0,16,0.017,1,0,,0.0,16.8087316786,15
16838.695,mp_ack,0,16,0.019,1,0,,0.0,16.8308196786,15
16862.87,mp_ack,0,16,0.018,1,0,,0.0,16.8549946786,15
16880.787,mp_ack,0,16,0.018,1,0,,0.0,16.8729116786,15
16902.322,mp_ack,0,16,0.016,1,0,,0.0,16.8944466786,15
16924.139,mp_ack,0,16,0.02,1,0,,0.0,16.9162636786,15
16947.262,mp_ack,0,16,0.032,1,0,,0.0,16.9393866786,15
16970.324,mp_ack,0,16,0.018,1,0,,0.0,16.9624486786,15
16990.477,mp_ack,0,16,0.016,1,0,,0.0,16.9826016786,15
17014.105,mp_ack,0,16,0.025,1,0,,0.0,17.0062296786,15
17036.793,mp_ack,0,16,0.016,1,0,,0.0,17.028917678600003,15
17057.736,mp_ack,0,16,0.03,1,0,,0.0,17.0498606786,15
17082.043,mp_ack,0,16,0.016,1,0,,0.0,17.074167678600002,15
17102.912,mp_ack,0,16,0.018,1,0,,0.0,17.0950366786,15
17124.11,mp_ack,0,16,0.015,1,0,,0.0,17.1162346786,15
17144.754,mp_ack,0,16,0.018,1,0,,0.0,17.136878678600002,15
17167.375,mp_ack,0,16,0.017,1,0,,0.0,17.1594996786,15
17192.281,mp_ack,0,16,0.02,1,0,,0.0,17.1844056786,15
17215.18,mp_ack,0,16,0.017,1,0,,0.0,17.2073046786,15
17237.021,mp_ack,0,16,0.036,1,0,,0.0,17.229145678600002,15
17263.006,mp_ack,0,16,0.016,1,0,,0.0,17.255130678600004,15
17285.139,mp_ack,0,16,0.016,1,0,,0.0,17.2772636786,15
17307.668,mp_ack,0,16,0.02,1,0,,0.0,17.299792678600003,15
17332.768,mp_ack,0,16,0.017,1,0,,0.0,17.3248926786,15
17354.098,mp_ack,0,16,0.028,1,0,,0.0,17.346222678600004,15
17377.625,mp_ack,0,16,0.017,1,0,,0.0,17.3697496786,15
17402.36,mp_ack,0,16,0.02,1,0,,0.0,17.3944846786,15
17428.555,mp_ack,0,16,0.034,1,0,,0.0,17.420679678600003,15
17453.791,mp_ack,0,16,0.019,1,0,,0.0,17.445915678600002,15
17479.748,mp_ack,0,16,0.035,1,0,,0.0,17.4718726786,15
17500.49,mp_ack,0,16,0.019,1,0,,0.0,17.492614678600003,15
17524.676,mp_ack,0,16,0.015,1,0,,0.0,17.5168006786,15
17544.818,mp_ack,0,16,0.019,1,0,,0.0,17.5369426786,15
17567.277,mp_ack,0,16,0.029,1,0,,0.0,17.5594016786,16
17590.04,mp_ack,0,16,0.017,1,0,,0.0,17.5821646786,16
17612.742,mp_ack,0,16,0.019,1,0,,0.0,17.6048666786,16
17633.988,mp_ack,0,16,0.041,1,0,,0.0,17.626112678600002,16
17655.967,mp_ack,0,16,0.023,1,0,,0.0,17.6480916786,16
17680.27,mp_ack,0,16,0.03,1,0,,0.0,17.6723946786,16
17703.414,mp_ack,0,16,0.028,1,0,,0.0,17.695538678600002,16
17728.092,mp_ack,0,16,0.015,1,0,,0.0,17.7202166786,16
17750.635,mp_ack,0,16,0.028,1,0,,0.0,17.7427596786,16
17774.22,mp_ack,0,16,0.016,1,0,,0.0,17.766344678600003,16
17796.592,mp_ack,0,16,0.018,1,0,,0.0,17.7887166786,16
17822.686,mp_ack,0,16,0.017,1,0,,0.0,17.814810678600004,16
17847.324,mp_ack,0,16,0.015,1,0,,0.0,17.8394486786,16
17875.719,mp_ack,0,16,0.026,1,0,,0.0,17.867843678600003,16
17899.365,mp_ack,0,16,0.016,1,0,,0.0,17.891489678600003,16
17920.7,mp_ack,0,16,0.015,1,0,,0.0,17.912824678600003,16
17945.215,mp_ack,0,16,0.018,1,0,,0.0,17.9373396786,16
17968.941,mp_ack,0,16,0.016,1,0,,0.0,17.9610656786,16
17990.922,mp_ack,0,16,0.019,1,0,,0.0,17.9830466786,16
18015.648,mp_ack,0,16,0.018,1,0,,0.0,18.007772678600002,16
18035.05,mp_ack,0,16,0.017,1,0,,0.0,18.0271746786,16
18058.273,mp_ack,0,16,0.018,1,0,,0.0,18.050397678600003,16
18078.566,mp_ack,0,16,0.031,1,0,,0.0,18.0706906786,16
18101.326,mp_ack,0,16,0.015,1,0,,0.0,18.093450678600004,16
18120.035,mp_ack,0,16,0.028,1,0,,0.0,18.1121596786,16
18142.102,mp_ack,0,16,0.02,1,0,,0.0,18.1342266786,16
18162.064,mp_ack,0,16,0.03,1,0,,0.0,18.1541886786,16
18187.098,mp_ack,0,16,0.021,1,0,,0.0,18.179222678600002,16
18207.758,mp_ack,0,16,0.016,1,0,,0.0,18.1998826786,16
18234.576,mp_ack,0,16,0.04,1,0,,0.0,18.2267006786,16
18258.2,mp_ack,0,16,0.02,1,0,,0.0,18.250324678600002,16
18285.06,mp_ack,0,16,0.021,1,0,,0.0,18.2771846786,16
18309.113,mp_ack,0,16,0.019,1,0,,0.0,18.301237678600003,16
18332.748,mp_ack,0,16,0.032,1,0,,0.0,18.324872678600002,16
18355.148,mp_ack,0,16,0.019,1,0,,0.0,18.347272678600003,16
18377.465,mp_ack,0,16,0.018,1,0,,0.0,18.3695896786,16
18398.059,mp_ack,0,16,0.021,1,0,,0.0,18.390183678600003,16
18424.047,mp_ack,0,16,0.038,1,0,,0.0,18.4161716786,16
18448.998,mp_ack,0,16,0.019,1,0,,0.0,18.4411226786,16
18472.178,mp_ack,0,16,0.015,1,0,,0.0,18.4643026786,16
18495.13,mp_ack,0,16,0.019,1,0,,0.0,18.487254678600003,16
18517.867,mp_ack,0,16,0.017,1,0,,0.0,18.5099916786,16
18542.154,mp_ack,0,16,0.015,1,0,,0.0,18.5342786786,16
18566.457,mp_ack,0,16,0.025,1,0,,0.0,18.5585816786,16
18588.771,mp_ack,0,16,0.032,1,0,,0.0,18.5808956786,16
18612.764,mp_ack,0,16,0.028,1,0,,0.0,18.604888678600002,16
18633.65,mp_ack,0,16,0.021,1,0,,0.0,18.625774678600003,16
18652.502,mp_ack,0,16,0.016,1,0,,0.0,18.6446266786,16
18675.023,mp_ack,0,16,0.021,1,0,,0.0,18.667147678600003,17
18697.916,mp_ack,0,16,0.017,1,0,,0.0,18.690040678600003,17
18720.535,mp_ack,0,16,0.018,1,0,,0.0,18.7126596786,17
18746.072,mp_ack,0,16,0.028,1,0,,0.0,18.7381966786,17
18767.428,mp_ack,0,16,0.028,1,0,,0.0,18.759552678600002,17
18791.11,mp_ack,0,16,0.031,1,0,,0.0,18.783234678600003,17
18812.006,mp_ack,0,16,0.018,1,0,,0.0,18.804130678600004,17
18836.95,mp_ack,0,16,0.033,1,0,,0.0,18.8290746786,17
18859.512,mp_ack,0,16,0.02,1,0,,0.0,18.8516366786,17
18882.865,mp_ack,0,16,0.039,1,0,,0.0,18.874989678600002,17
18905.191,mp_ack,0,16,0.02,1,0,,0.0,18.8973156786,17
18930.604,mp_ack,0,16,0.017,1,0,,0.0,18.922728678600002,17
18954.146,mp_ack,0,16,0.026,1,0,,0.0,18.9462706786,17
18975.594,mp_ack,0,16,0.015,1,0,,0.0,18.9677186786,17
18996.834,mp_ack,0,16,0.023,1,0,,0.0,18.9889586786,17
19022.09,mp_ack,0,16,0.021,1,0,,0.0,19.014214678600002,17
19045.21,mp_ack,0,16,0.018,1,0,,0.0,19.0373346786,17
19070.611,mp_ack,0,16,0.017,1,0,,0.0,19.062735678600003,17
19091.863,mp_ack,0,16,0.018,1,0,,0.0,19.083987678600003,17
19116.137,mp_ack,0,16,0.11,1,0,,0.0,19.108261678599998,17
19139.285,mp_ack,0,16,0.015,1,0,,0.0,19.1314096786,17
19159.947,mp_ack,0,16,0.037,1,0,,0.0,19.152071678600002,17
19185.725,mp_ack,0,16,0.018,1,0,,0.0,19.1778496786,17
19209.92,mp_ack,0,16,0.027,1,0,,0.0,19.2020446786,17
19232.477,mp_ack,0,16,0.019,1,0,,0.0,19.2246016786,17
19260.156,mp_ack,0,16,0.022,1,0,,0.0,19.252280678600002,17
19284.033,mp_ack,0,16,0.028,1,0,,0.0,19.2761576786,17
19306.832,mp_ack,0,16,0.021,1,0,,0.0,19.2989566786,17
19330.857,mp_ack,0,16,0.02,1,0,,0.0,19.3229816786,17
19354.213,mp_ack,0,16,0.036,1,0,,0.0,19.3463376786,17
19380.152,mp_ack,0,16,0.033,1,0,,0.0,19.3722766786,17
19401.975,mp_ack,0,16,0.031,1,0,,0.0,19.3940996786,17
19425.885,mp_ack,0,16,0.018,1,0,,0.0,19.4180096786,17
19449.512,mp_ack,0,16,0.014,1,0,,0.0,19.4416366786,17
19474.553,mp_ack,0,16,0.022,1,0,,0.0,19.4666776786,17
19496.287,mp_ack,0,16,0.021,1,0,,0.0,19.488411678600002,17
19518.44,mp_ack,0,16,0.019,1,0,,0.0,19.510564678599998,17
19542.047,mp_ack,0,16,0.03,1,0,,0.0,19.5341716786,17
19565.352,mp_ack,0,16,0.026,1,0,,0.0,19.5574766786,17
19585.324,mp_ack,0,16,0.018,1,0,,0.0,19.577448678600003,17
19611.557,mp_ack,0,16,0.03,1,0,,0.0,19.6036816786,17
19632.58,mp_ack,0,16,0.018,1,0,,0.0,19.624704678600004,17
19658.885,mp_ack,0,16,0.016,1,0,,0.0,19.651009678599998,17
19682.818,mp_ack,0,16,0.018,1,0,,0.0,19.6749426786,17
19706.328,mp_ack,0,16,0.023,1,0,,0.0,19.698452678600002,17
19730.266,mp_ack,0,16,0.035,1,0,,0.0,19.7223906786,17
19756.791,mp_ack,0,16,0.034,1,0,,0.0,19.748915678600003,18
19781.336,mp_ack,0,16,0.022,1,0,,0.0,19.7734606786,18
19805.502,mp_ack,0,16,0.023,1,0,,0.0,19.7976266786,18
19832.809,mp_ack,0,16,0.037,1,0,,0.0,19.8249336786,18
19859.414,mp_ack,0,16,0.016,1,0,,0.0,19.8515386786,18
19880.861,mp_ack,0,16,0.028,1,0,,0.0,19.872985678600003,18
19902.059,mp_ack,0,16,0.019,1,0,,0.0,19.8941836786,18
19926.96,mp_ack,0,16,0.018,1,0,,0.0,19.9190846786,18
19948.104,mp_ack,0,16,0.037,1,0,,0.0,19.9402286786,18
19975.244,mp_ack,0,16,0.016,1,0,,0.0,19.9673686786,18
19996.22,mp_ack,0,16,0.018,1,0,,0.0,19.9883446786,18
20022.328,mp_ack,0,16,0.016,1,0,,0.0,20.0144526786,18
20048.258,mp_ack,0,16,0.018,1,0,,0.0,20.040382678600004,18
20072.04,mp_ack,0,16,0.016,1,0,,0.0,20.0641646786,18
20094.855,mp_ack,0,16,0.02,1,0,,0.0,20.086979678600002,18
20116.152,mp_ack,0,16,0.021,1,0,,0.0,20.1082766786,18
20136.996,mp_ack,0,16,0.019,1,0,,0.0,20.1291206786,18
20161.861,mp_ack,0,16,0.022,1,0,,0.0,20.1539856786,18
20185.201,mp_ack,0,16,0.031,1,0,,0.0,20.177325678600003,18
20207.582,mp_ack,0,16,0.019,1,0,,0.0,20.1997066786,18
20228.484,mp_ack,0,16,0.016,1,0,,0.0,20.2206086786,18
20247.367,mp_ack,0,16,0.031,1,0,,0.0,20.2394916786,18
20273.469,mp_ack,0,16,0.021,1,0,,0.0,20.265593678600002,18
20299.125,mp_ack,0,16,0.015,1,0,,0.0,20.2912496786,18
20325.205,mp_ack,0,16,0.017,1,0,,0.0,20.317329678600004,18
20347.486,mp_ack,0,16,0.026,1,0,,0.0,20.339610678600003,18
20369.86,mp_ack,0,16,0.016,1,0,,0.0,20.361984678600002,18
20394.773,mp_ack,0,16,0.026,1,0,,0.0,20.3868976786,18
20416.041,mp_ack,0,16,0.021,1,0,,0.0,20.408165678600003,18
20441.25,mp_ack,0,16,0.024,1,0,,0.0,20.4333746786,18
20463.53,mp_ack,0,16,0.019,1,0,,0.0,20.4556546786,18
20489.12,mp_ack,0,16,0.028,1,0,,0.0,20.4812446786,18
20513.361,mp_ack,0,16,0.018,1,0,,0.0,20.505485678600003,18
20536.965,mp_ack,0,16,0.018,1,0,,0.0,20.529089678600002,18
20560.658,mp_ack,0,16,0.016,1,0,,0.0,20.5527826786,18
20583.771,mp_ack,0,16,0.019,1,0,,0.0,20.575895678600002,18
20606.992,mp_ack,0,16,0.039,1,0,,0.0,20.599116678599998,18
20631.068,mp_ack,0,16,0.024,1,0,,0.0,20.6231926786,18
20653.064,mp_ack,0,16,0.02,1,0,,0.0,20.6451886786,18
20678.75,mp_ack,0,16,0.015,1,0,,0.0,20.6708746786,18
20700.342,mp_ack,0,16,0.023,1,0,,0.0,20.692466678600002,18
20725.277,mp_ack,0,16,0.016,1,0,,0.0,20.717401678599998,18
20749.701,mp_ack,0,16,0.027,1,0,,0.0,20.7418256786,18
20772.188,mp_ack,0,16,0.015,1,0,,0.0,20.7643126786,18
20793.158,mp_ack,0,16,0.019,1,0,,0.0,20.7852826786,18
20816.34,mp_ack,0,16,0.019,1,0,,0.0,20.8084646786,18
20840.78,mp_ack,0,16,0.016,1,0,,0.0,20.8329046786,18
20862.424,mp_ack,0,16,0.028,1,0,,0.0,20.8545486786,19
20884.182,mp_ack,0,16,0.016,1,0,,0.0,20.876306678600002,19
20903.184,mp_ack,0,16,0.021,1,0,,0.0,20.895308678600003,19
20923.691,mp_ack,0,16,0.018,1,0,,0.0,20.9158156786,19
20946.285,mp_ack,0,16,0.018,1,0,,0.0,20.9384096786,19
20970.164,mp_ack,0,16,0.018,1,0,,0.0,20.9622886786,19
20991.66,mp_ack,0,16,0.015,1,0,,0.0,20.9837846786,19
21009.732,mp_ack,0,16,0.018,1,0,,0.0,21.0018566786,19
21032.662,mp_ack,0,16,0.016,1,0,,0.0,21.0247866786,19
21057.775,mp_ack,0,16,0.018,1,0,,0.0,21.049899678600003,19
21080.016,mp_ack,0,16,0.019,1,0,,0.0,21.0721406786,19
21099.639,mp_ack,0,16,0.019,1,0,,0.0,21.0917636786,19
21122.805,mp_ack,0,16,0.016,1,0,,0.0,21.114929678600003,19
21145.154,mp_ack,0,16,0.036,1,0,,0.0,21.1372786786,19
21167.686,mp_ack,0,16,0.022,1,0,,0.0,21.159810678600003,19
21192.85,mp_ack,0,16,0.016,1,0,,0.0,21.1849746786,19
21214.736,mp_ack,0,16,0.017,1,0,,0.0,21.206860678600002,19
21236.629,mp_ack,0,16,0.02,1,0,,0.0,21.2287536786,19
21259.277,mp_ack,0,16,0.024,1,0,,0.0,21.2514016786,19
21281.924,mp_ack,0,16,0.02,1,0,,0.0,21.2740486786,19
21304.402,mp_ack,0,16,0.015,1,0,,0.0,21.2965266786,19
21324.291,mp_ack,0,16,0.019,1,0,,0.0,21.316415678600002,19
21346.33,mp_ack,0,16,0.015,1,0,,0.0,21.3384546786,19
21372.104,mp_ack,0,16,0.017,1,0,,0.0,21.3642286786,19
21392.758,mp_ack,0,16,0.016,1,0,,0.0,21.384882678600004,19
21415.072,mp_ack,0,16,0.015,1,0,,0.0,21.407196678600002,19
21435.896,mp_ack,0,16,0.03,1,0,,0.0,21.428020678600003,19
21456.297,mp_ack,0,16,0.028,1,0,,0.0,21.4484216786,19
21481.834,mp_ack,0,16,0.035,1,0,,0.0,21.4739586786,19
21504.232,mp_ack,0,16,0.017,1,0,,0.0,21.4963566786,19
21527.7,mp_ack,0,16,0.018,1,0,,0.0,21.519824678600003,19
21549.572,mp_ack,0,16,0.015,1,0,,0.0,21.5416966786,19
21568.12,mp_ack,0,16,0.031,1,0,,0.0,21.5602446786,19
21594.22,mp_ack,0,16,0.016,1,0,,0.0,21.586344678600003,19
21616.465,mp_ack,0,16,0.016,1,0,,0.0,21.6085896786,19
21635.95,mp_ack,0,16,0.015,1,0,,0.0,21.6280746786,19
21657.523,mp_ack,0,16,0.015,1,0,,0.0,21.6496476786,19
21684.21,mp_ack,0,16,0.049,1,0,,0.0,21.6763346786,19
21707.7,mp_ack,0,16,0.027,1,0,,0.0,21.699824678600002,19
21734.398,mp_ack,0,16,0.016,1,0,,0.0,21.726522678600002,19
21756.152,mp_ack,0,16,0.02,1,0,,0.0,21.7482766786,19
21776.574,mp_ack,0,16,0.031,1,0,,0.0,21.7686986786,19
21819.432,mp_ack,0,16,0.037,1,0,,0.0,21.811556678600002,19
21863.49,mp_ack,0,16,0.056,1,0,,0.0,21.855614678600002,19
21905.043,mp_ack,0,16,0.037,1,0,,0.0,21.897167678600002,19
21946.854,mp_ack,0,16,0.059,1,0,,0.0,21.9389786786,19
